sample_idx,char_idx,obj_idx,query_pair,is_unknown,state_idx,target_state,queried_character,queried_object,question,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,cluster
134,1,0,2,1,-1,unknown,Cathy,vat,What does Cathy believe the vat contains?,3.8729768,3.8768444,-0.6547386,-1.7379667,-0.94727695,0.7867101,1.6958195,-0.50609857,1.2427621,-0.55675936,1
135,0,0,0,0,0,espresso,Doug,jar,What does Doug believe the jar contains?,-1.0758069,0.23077227,0.029272666,-0.54812884,-1.4346488,2.5329504,-3.4420838,2.5574477,-3.89059,1.7540643,1
136,1,0,2,1,-1,unknown,Sara,can,What does Sara believe the can contains?,-1.1350685,0.022071023,1.8222891,-0.9031314,-0.6029713,1.4808668,-0.72468054,0.75187486,-0.50205934,-2.2856824,1
137,1,0,2,1,-1,unknown,Jim,tank,What does Jim believe the tank contains?,3.7232115,3.704779,-0.30023488,-0.03131264,-1.4095191,0.21739145,0.87948215,0.89992154,1.2002101,-1.812119,1
138,1,0,2,1,-1,unknown,Donna,bottle,What does Donna believe the bottle contains?,2.0975819,-1.0548257,0.34159207,-0.6187036,0.2547522,0.3087808,1.8741688,-2.3347306,2.153566,0.6381442,1
139,1,0,2,1,-1,unknown,Charlie,glass,What does Charlie believe the glass contains?,0.7343818,-0.0076335645,0.19080886,-0.49137828,0.89658225,0.15404218,-2.375312,3.3184288,2.4002833,-1.284055,1
140,0,0,0,0,0,cocktail,Carl,cup,What does Carl believe the cup contains?,-1.8594346,-0.90901953,-4.0840144,-3.9361382,-0.84452313,2.827473,-1.4294981,0.019217612,-0.72686195,-1.4274421,1
141,1,0,2,1,-1,unknown,Ian,drum,What does Ian believe the drum contains?,-0.042758796,-1.3421192,-0.84841895,0.82185954,1.920824,1.6290513,-0.7118471,1.3236376,0.9337275,-2.9143982,1
142,1,1,3,0,1,stout,Bill,bottle,What does Bill believe the bottle contains?,0.89687526,1.3896583,4.0151834,1.7863201,1.0915571,-3.4095955,0.6238175,2.0362496,-0.2247805,1.979646,1
143,0,0,0,0,0,rum,Linda,jar,What does Linda believe the jar contains?,-2.3921485,-8.388635,-2.4449165,0.7115458,-7.7721677,4.8089485,2.844879,-4.4232883,-2.6734815,2.1287575,1
144,1,1,3,0,1,espresso,Kim,flask,What does Kim believe the flask contains?,1.0392395,2.916833,2.9897275,2.2645633,1.4357512,-0.30874237,-2.3268673,2.3347237,-4.098226,-0.050363805,1
145,1,1,3,0,1,wine,Anna,dispenser,What does Anna believe the dispenser contains?,6.062769,-3.8683004,-1.9160762,4.681604,2.8843188,-1.1363844,3.420969,-2.902332,2.4405506,2.4892375,1
146,1,0,2,1,-1,unknown,Rick,flask,What does Rick believe the flask contains?,-0.7593846,-0.81065536,3.1902833,1.0344461,-2.0895634,-0.33218518,1.0729134,0.8211524,-1.1006067,1.1402813,1
147,0,1,1,1,-1,unknown,Mark,tote,What does Mark believe the tote contains?,-3.9440413,1.6914206,-0.15044636,3.970565,-1.6992997,-0.995845,-1.750159,-1.8480073,2.0108795,2.6235864,1
148,0,0,0,0,0,gin,Dave,jug,What does Dave believe the jug contains?,0.40384975,-3.1814015,-1.989087,-1.1676012,-9.006735,-3.4711869,-1.4796501,-3.8588638,3.3199027,-4.0430756,1
149,1,0,2,1,-1,unknown,Lisa,cup,What does Lisa believe the cup contains?,-0.05697247,2.0189815,3.7457232,-2.1935656,2.9215667,3.8047292,1.8607755,-3.8760073,0.22790754,-1.0366788,1
150,0,1,1,1,-1,unknown,Bob,tun,What does Bob believe the tun contains?,0.11474951,-0.17124699,2.4756706,0.8783337,1.2362022,-0.7079427,-2.1864762,2.0448782,1.5623659,-0.53712386,1
151,1,1,3,0,1,sprite,Henry,pitcher,What does Henry believe the pitcher contains?,-8.293057,8.557142,-3.6758153,8.008202,1.2573531,-3.3764253,-1.0072567,-2.6364827,0.68878806,1.2739729,1
152,1,1,3,0,1,wine,Pete,mug,What does Pete believe the mug contains?,6.9099627,-5.617364,-2.3702195,4.437554,2.6104367,-1.7756287,1.2741233,-2.3265843,2.3328805,4.2669506,1
153,0,1,1,1,-1,unknown,Bob,jar,What does Bob believe the jar contains?,0.95535624,-0.299845,1.8578912,-0.9477341,-1.3493891,-4.1510825,-4.105835,-1.0956832,2.1961513,-0.3175227,1
154,1,0,2,1,-1,unknown,Jim,can,What does Jim believe the can contains?,0.023882989,-0.055348076,1.8625649,-0.5887132,-0.59273106,0.13482542,-1.2576894,1.3571368,2.303967,-0.87039655,1
155,1,0,2,1,-1,unknown,Sean,dispenser,What does Sean believe the dispenser contains?,-1.4716731,-0.09576229,1.7790926,-0.71110725,-1.6170393,0.60961777,-2.7314522,1.1923864,-0.3131053,-2.3674815,1
156,1,0,2,1,-1,unknown,Donna,container,What does Donna believe the container contains?,-2.189095,0.6928032,2.0642636,-0.22746561,-4.3713427,3.6360812,3.1977613,1.4592988,-3.009744,-1.2877076,1
157,0,0,0,0,0,sprite,Rachel,cup,What does Rachel believe the cup contains?,-11.2472315,5.099898,-7.575316,4.052325,0.77935225,0.59338915,-2.436618,-3.1222284,0.3232651,3.5992134,1
158,1,0,2,1,-1,unknown,Rachel,horn,What does Rachel believe the horn contains?,-0.4964944,-0.23812146,1.6905167,-1.7353201,-0.13491812,1.2849573,0.3709489,0.028314231,0.6160121,-1.0273721,1
159,1,0,2,1,-1,unknown,Sue,glass,What does Sue believe the glass contains?,-1.6212499,-0.5908616,1.8985811,0.3183732,-1.2011381,2.1916416,-0.75853556,-0.2177859,-0.76573944,-3.0898683,1
160,1,0,2,1,-1,unknown,Peter,jug,What does Peter believe the jug contains?,0.59226096,0.7537225,2.8928921,-2.0147104,1.8504184,2.0175076,-0.85867983,-2.1076603,1.3200567,0.78510344,1
161,1,0,2,1,-1,unknown,Peter,tank,What does Peter believe the tank contains?,-0.26273397,-0.6574305,2.3414,0.7862928,-0.42246068,0.48192954,1.9337722,-0.8842731,0.2517263,-3.2120419,1
162,0,0,0,0,0,stout,Neil,mug,What does Neil believe the mug contains?,-1.8129158,-1.5033648,-0.13836275,-1.8471556,-2.038008,0.84741277,-2.0952535,1.4213884,1.056636,2.6618054,1
163,0,0,0,0,0,port,Sara,bottle,What does Sara believe the bottle contains?,-1.5279751,-1.7784626,-0.3129198,-2.0824177,-2.2357695,3.5551052,1.0767998,1.3711799,-2.592224,1.2775066,1
164,0,1,1,1,-1,unknown,Heidi,pint,What does Heidi believe the pint contains?,-1.3765709,1.023137,0.8653598,1.413733,0.38733268,1.937391,0.08325031,-1.8555822,1.4910034,-1.650934,1
165,0,0,0,0,0,juice,Kate,tank,What does Kate believe the tank contains?,0.27436483,-5.4842324,-7.8716316,3.2519948,3.6632328,3.424994,-3.6315756,4.84434,1.6766315,-4.0288005,1
166,0,1,1,1,-1,unknown,Beth,drum,What does Beth believe the drum contains?,1.4609087,1.1003752,1.5431331,-0.90058345,-1.0247195,-1.3042712,-1.366485,0.8998001,2.843082,1.493045,1
167,1,1,3,0,1,tea,Cathy,vat,What does Cathy believe the vat contains?,1.2592217,-0.22158092,1.5414296,2.3799615,3.2328665,1.0755877,3.5834613,-0.31791955,-2.5990365,-1.2059717,1
168,0,0,0,0,0,beer,Chad,vat,What does Chad believe the vat contains?,2.632148,-3.384818,-3.1349602,-0.6521888,0.4759116,0.24825796,-0.5010795,1.9249847,-3.5369117,1.6958067,1
169,0,0,0,0,0,cocoa,Nick,vat,What does Nick believe the vat contains?,1.1937718,1.6450932,1.7532793,-6.206888,3.0005584,7.8518143,-1.9071527,-4.5960445,1.2026078,3.3979678,1
170,1,0,2,1,-1,unknown,Rose,tun,What does Rose believe the tun contains?,-6.644615,5.3374724,-1.7438917,3.661569,1.4631183,-0.2687129,0.29151264,-1.3922027,0.0030968117,0.1391194,1
171,1,1,3,0,1,soda,James,flute,What does James believe the flute contains?,-0.9610855,0.70777035,-1.5440671,2.701582,3.319881,-0.4611657,-2.8375092,-2.1969945,-0.101768024,2.0390975,1
172,1,0,2,1,-1,unknown,Sam,vat,What does Sam believe the vat contains?,-0.037226185,0.9787972,2.8623905,-2.2508469,1.5028738,1.4613739,0.38403732,-1.7469186,1.3178777,0.8908814,1
173,1,0,2,1,-1,unknown,Laura,glass,What does Laura believe the glass contains?,0.00026545208,0.96784866,2.2840836,-1.0314174,1.5552601,0.29606423,-0.19070469,0.49043703,-0.32593495,-1.1544967,1
174,1,1,3,0,1,beer,Kevin,horn,What does Kevin believe the horn contains?,2.45824,-1.9552906,0.6634405,2.643509,3.1576948,-3.4263098,0.15144686,1.2041105,-3.9721286,0.43000916,1
175,1,0,2,1,-1,unknown,Ken,can,What does Ken believe the can contains?,-1.3809422,0.32768926,1.2460332,1.1046239,0.050380446,0.5893763,-0.33625233,-2.3833532,0.011823774,0.5342537,1
176,0,0,0,0,0,beer,Bob,mug,What does Bob believe the mug contains?,1.8501822,-4.2737675,-2.968996,0.65412784,1.4299301,-1.6122053,-1.3176291,1.7940794,-4.3018794,1.4842335,1
177,1,1,3,0,1,beer,Uma,pint,What does Uma believe the pint contains?,2.686993,-2.8835504,0.43527982,2.3994017,3.5264535,-3.053437,2.1860766,1.4928601,-4.7743807,1.7502973,1
178,1,1,3,0,1,float,Jane,cup,What does Jane believe the cup contains?,-3.4948585,-0.5480112,2.8073616,4.378892,-2.158735,3.6413715,1.6742796,-1.4782513,-2.0460646,-8.093154,1
179,1,0,2,1,-1,unknown,Max,vat,What does Max believe the vat contains?,-1.4635253,-0.14225978,1.9048902,0.6891736,0.63808364,0.78690946,0.031106876,-2.4864552,-0.22264455,-0.80945957,1
180,0,1,1,1,-1,unknown,Ivy,quart,What does Ivy believe the quart contains?,0.85889554,-0.9533472,2.0182257,0.1377936,0.0071629263,-1.540311,-0.4255763,-1.0541354,1.3712229,-1.675654,1
181,0,1,1,1,-1,unknown,Uma,container,What does Uma believe the container contains?,-1.5473156,-1.7387965,3.8809001,3.6381176,-2.6204798,1.3566512,5.281672,2.3675497,-4.3536777,3.0846066,1
182,0,0,0,0,0,champagne,Josh,can,What does Josh believe the can contains?,8.775165,8.353624,-8.288096,-1.4298959,-4.428762,2.1054368,0.77138716,2.0158281,-1.227983,-0.18125129,0
183,0,0,0,0,0,soda,Kate,horn,What does Kate believe the horn contains?,-2.4110985,-1.5489249,-3.6948085,-0.5872678,2.2777748,2.2537737,-3.1135445,-2.3054402,-0.47081432,3.0724678,1
184,1,0,2,1,-1,unknown,Doug,jug,What does Doug believe the jug contains?,-0.7681717,0.7021293,2.9311657,-0.28660318,0.060108565,1.2101972,-0.5272876,-0.30985624,-0.8066864,-0.2150579,1
185,0,0,0,0,0,float,Peter,pint,What does Peter believe the pint contains?,-4.2756157,-2.1383202,0.2292441,-0.5765485,-3.5271916,4.5866346,-3.476468,1.1953224,-2.2151556,-3.817158,1
186,1,1,3,0,1,tea,Jane,cup,What does Jane believe the cup contains?,1.9073473,-1.0265875,-0.19443294,2.365497,4.573143,-0.003567208,1.5731628,2.3303688,-2.1912973,-0.61728585,1
187,1,0,2,1,-1,unknown,Tim,dispenser,What does Tim believe the dispenser contains?,-0.16310905,1.4307219,4.175478,-2.1599424,1.438955,2.6465693,-0.16862796,-2.0205395,1.0735334,0.28490084,1
188,1,1,3,0,1,beer,Keith,quart,What does Keith believe the quart contains?,1.8259704,-1.4745395,1.0558275,3.5033493,3.0079577,-2.9311876,0.18670021,1.6059815,-4.0500355,0.19017115,1
189,0,0,0,0,0,wine,Doug,flask,What does Doug believe the flask contains?,4.878242,-6.92276,-5.412467,1.6754643,0.41259328,0.7916758,0.00065472245,-3.1440003,2.3391654,4.541903,1
190,1,0,2,1,-1,unknown,Emma,jug,What does Emma believe the jug contains?,0.20942846,-0.49960655,0.6023978,-0.13894872,-2.686407,-1.3247929,2.230828,-3.596017,1.9292709,-4.1692476,1
191,0,1,1,1,-1,unknown,Dean,pitcher,What does Dean believe the pitcher contains?,-3.2969172,1.0039011,-1.0419325,2.192141,0.8976848,2.158631,-0.4923414,-2.5778623,-0.018518917,0.08894305,1
192,0,1,1,1,-1,unknown,Frank,tun,What does Frank believe the tun contains?,0.3290386,0.16435751,3.1843457,-0.28232092,0.36552134,-0.06604956,-1.3749138,-0.34316874,2.3442202,1.0247281,1
193,1,1,3,0,1,stout,Tim,horn,What does Tim believe the horn contains?,0.26146325,0.9183934,4.5898876,0.9586433,0.25747177,-2.2110674,0.09260496,2.2486799,0.29329005,2.1067069,1
194,1,1,3,0,1,float,Rose,pint,What does Rose believe the pint contains?,-3.2021868,-0.4164698,2.9801302,3.2738678,0.08071495,3.4088488,-0.08074867,0.7363087,-1.2329285,-8.20286,1
195,1,0,2,1,-1,unknown,Ruth,glass,What does Ruth believe the glass contains?,-0.43120602,-0.111991845,2.1188731,-0.5817117,0.0037208006,0.80637175,-0.073587716,0.41383094,-0.112544425,-0.4776297,1
196,0,0,0,0,0,champagne,Adam,pint,What does Adam believe the pint contains?,9.560233,8.22625,-8.401552,-1.2170405,-5.2384143,2.028267,1.3134938,2.2159796,-1.3136444,1.0955957,0
197,0,0,0,0,0,cocktail,Doug,jug,What does Doug believe the jug contains?,-1.7656618,-0.10348969,-2.5306613,-2.0552683,-1.2264162,2.7937388,-1.2511226,1.2284645,-0.2838775,-1.7136742,1
198,0,0,0,0,0,juice,Ivy,can,What does Ivy believe the can contains?,0.2671895,-5.942255,-6.8676643,1.9944241,4.5013733,3.515147,-3.3353646,3.8648946,2.366451,-5.254457,1
199,1,1,3,0,1,port,Luke,dispenser,What does Luke believe the dispenser contains?,-1.196447,1.6487763,5.9882555,-0.74439955,0.8816312,3.7039878,3.130238,-0.9255296,-2.002032,-1.2462336,1
200,1,1,3,0,1,sprite,Olivia,urn,What does Olivia believe the urn contains?,-8.812181,8.72097,-3.8420565,7.6820974,2.3159559,-1.9594876,-0.6995084,-2.7752125,0.1016783,1.7706977,1
201,0,1,1,1,-1,unknown,Steve,cup,What does Steve believe the cup contains?,-2.0440414,1.001633,0.9196421,-1.7279941,0.371877,-0.625497,1.3330593,0.9174543,2.3933961,-0.7773288,1
202,0,0,0,0,0,cocktail,Nancy,cup,What does Nancy believe the cup contains?,-1.6867276,-1.446447,-4.0599155,-3.8783941,-1.1764417,3.644582,-1.0696238,-1.3397555,1.139845,-2.1558423,1
203,0,1,1,1,-1,unknown,Rob,horn,What does Rob believe the horn contains?,0.30844507,0.46435156,3.142704,-1.1905011,-0.1855105,-0.07511258,-2.470081,1.5146198,2.9041946,2.6552062,1
204,0,0,0,0,0,float,Max,jug,What does Max believe the jug contains?,-5.892629,-0.3775504,-0.040760178,1.3435655,-2.8047652,3.4089508,-3.0146666,0.82782996,-2.1275508,-4.822511,1
205,0,0,0,0,0,monster,Tina,pint,What does Tina believe the pint contains?,-6.694691,-1.9914732,-5.3886766,-7.3594513,1.8758487,-2.978145,7.1169267,1.7024187,1.2229233,1.0987127,1
206,0,1,1,1,-1,unknown,Chris,container,What does Chris believe the container contains?,-6.42824,0.9820884,-3.4480238,-7.3340197,0.19314009,-2.3795068,7.4955645,1.2707847,0.51219606,-1.0485703,1
207,0,1,1,1,-1,unknown,Peter,tun,What does Peter believe the tun contains?,2.8852215,1.4344219,1.5752969,0.49317563,-2.4753978,-1.2302203,-0.8452077,2.7960522,2.0483682,3.0989377,1
208,1,1,3,0,1,punch,Scott,tank,What does Scott believe the tank contains?,-0.41285813,1.1736244,1.3009007,1.4910532,-1.7804981,0.08687666,-0.26374862,0.62473994,0.77938855,-1.5346376,1
209,0,1,1,1,-1,unknown,Greg,flute,What does Greg believe the flute contains?,1.2154902,2.1328807,0.9163643,0.42268237,-2.1822462,0.22647133,0.8409627,0.22111766,1.1884395,0.022048445,1
210,0,1,1,1,-1,unknown,John,flute,What does John believe the flute contains?,-0.2277886,0.81956744,2.5009604,-1.22156,-1.7571138,-0.18765202,-3.4915082,5.194013,1.0901239,1.6674875,1
211,0,1,1,1,-1,unknown,Uma,pint,What does Uma believe the pint contains?,-2.7536807,0.2057849,-0.3504633,2.115182,1.5606235,1.719669,1.5102562,-2.737187,-1.9269556,2.303686,1
212,0,1,1,1,-1,unknown,Keith,quart,What does Keith believe the quart contains?,-2.9916975,-6.5674453,-1.3473998,2.6944118,-8.255252,4.649072,1.964335,-4.6420255,-2.35371,1.3455353,1
213,1,0,2,1,-1,unknown,Ray,jug,What does Ray believe the jug contains?,-1.7654877,-0.2858201,0.8736525,0.31631362,0.2535238,0.9798758,-0.41802013,-2.2251275,0.19755784,0.6743488,1
214,1,0,2,1,-1,unknown,Luke,tank,What does Luke believe the tank contains?,0.6037518,-1.8200003,2.034808,-0.9006976,0.6511093,0.14152603,2.0140643,-1.419489,-1.002179,-2.010748,1
215,0,1,1,1,-1,unknown,Sam,pitcher,What does Sam believe the pitcher contains?,0.6023571,0.14288723,2.0842505,-0.37773812,-0.36841497,-0.49840903,-3.4516168,5.0340533,2.1214912,2.176802,1
216,1,1,3,0,1,float,Ian,bottle,What does Ian believe the bottle contains?,-3.5414307,1.3931351,4.116429,3.1042295,-0.78161645,3.6859097,-0.6024849,-0.6902248,-1.6478382,-6.5406933,1
217,1,1,3,0,1,coffee,Fred,flask,What does Fred believe the flask contains?,1.0501938,1.5197806,2.292543,3.2292588,5.085296,-0.9901148,0.11943293,0.98479784,-4.1587467,-1.328968,1
218,0,0,0,0,0,monster,Nancy,flask,What does Nancy believe the flask contains?,-6.4356995,-2.39422,-5.6876574,-7.376121,1.9442999,-3.3682377,5.7842402,1.3096182,1.5304847,1.0027395,1
219,1,1,3,0,1,stout,Eric,can,What does Eric believe the can contains?,0.42508033,2.1398897,4.112955,1.9536314,0.9461214,-2.7260385,0.7367896,1.7482278,-0.09356352,2.516013,1
220,0,1,1,1,-1,unknown,Eve,glass,What does Eve believe the glass contains?,-0.3847511,-2.224961,1.9104708,0.8504148,-1.5181296,1.1762253,0.41070765,-1.0108185,2.118349,0.9264286,1
221,1,1,3,0,1,wine,Keith,tun,What does Keith believe the tun contains?,6.235626,-4.0027733,-1.8988575,4.84393,2.6712587,-1.2099595,2.2288725,-3.7047687,2.451438,3.6833773,1
222,0,1,1,1,-1,unknown,Josh,horn,What does Josh believe the horn contains?,-1.017226,0.07452977,0.86040497,-1.9719404,0.45302638,-2.4384813,0.57432604,2.4895885,3.20203,0.96523637,1
223,1,0,2,1,-1,unknown,Peter,bottle,What does Peter believe the bottle contains?,4.5136933,4.0610485,-1.1078031,-0.34875372,-1.6603596,0.9342115,1.784557,0.3670299,0.7733802,-0.56269854,1
224,1,1,3,0,1,soda,Karen,dispenser,What does Karen believe the dispenser contains?,-1.7225202,2.0615625,-0.223474,1.9700363,3.0543478,0.051198818,-0.6826704,-1.2114742,-0.5402786,1.0543551,1
225,0,1,1,1,-1,unknown,Rob,jar,What does Rob believe the jar contains?,0.2274461,-0.11342701,3.0559897,0.24346654,-1.1783054,-2.504878,-2.334193,0.78895444,3.1887426,0.093040034,1
226,0,0,0,0,0,rum,Pete,flask,What does Pete believe the flask contains?,-2.0519125,-8.117204,-2.455519,2.0184789,-9.138259,4.3909807,1.3575417,-3.3584123,-2.8793554,2.7920573,1
227,1,0,2,1,-1,unknown,Charlie,tote,What does Charlie believe the tote contains?,0.14263846,0.16017161,1.5492588,-0.95486844,0.4237274,0.854766,0.90678674,-0.012247927,0.28678358,-0.033088546,1
228,1,1,3,0,1,soda,Keith,bottle,What does Keith believe the bottle contains?,-2.5427463,1.7111422,0.003012805,2.7938797,2.599558,0.100696586,-1.8384753,-2.0186605,-0.53141725,1.8757093,1
229,0,0,0,0,0,port,Dean,quart,What does Dean believe the quart contains?,-2.1731515,-1.8126389,0.36557412,-2.6194282,-2.7196991,2.9225245,-0.23340507,2.386936,-2.7321758,1.2293015,1
230,0,1,1,1,-1,unknown,Doug,vat,What does Doug believe the vat contains?,-0.16866226,-0.57207173,0.95535827,-2.7206156,0.16750222,-3.6374388,-2.339084,-0.10658871,1.6384954,1.4670054,1
231,0,1,1,1,-1,unknown,Lily,horn,What does Lily believe the horn contains?,0.52140176,0.18770878,1.9706836,-0.31401828,-1.9641432,-0.9774491,0.029561061,-1.7581226,3.9375384,-3.5118208,1
232,0,1,1,1,-1,unknown,Sara,bottle,What does Sara believe the bottle contains?,0.5396999,-0.09671316,3.5273087,1.4501903,-0.5497838,0.15867725,2.040897,1.0746808,0.3497228,1.5937842,1
233,0,1,1,1,-1,unknown,Rachel,tank,What does Rachel believe the tank contains?,2.326975,1.9964566,1.0536816,0.31704628,-0.94262785,-0.38310692,1.0430973,1.5112735,2.7706332,0.94491434,1
234,1,0,2,1,-1,unknown,Jack,container,What does Jack believe the container contains?,-2.0153942,1.0632668,0.93301797,1.8410765,1.0429398,1.5798042,0.6638677,-2.7970889,0.15718405,-1.2597905,1
235,1,1,3,0,1,champagne,Anna,jug,What does Anna believe the jug contains?,10.460255,10.150409,-5.998535,1.2742643,-2.8757334,-0.865071,3.0278313,1.762514,-1.3361678,0.124879524,0
236,1,1,3,0,1,coffee,Lily,cup,What does Lily believe the cup contains?,2.5986001,0.66110843,2.553643,2.3331835,6.4797735,-0.50283307,1.4118551,1.6017182,-3.5843177,-2.7934072,1
237,1,1,3,0,1,beer,Lee,pint,What does Lee believe the pint contains?,2.2584562,-0.7942452,1.6946704,3.724573,1.3567631,-3.0516975,1.6583202,0.034884907,-2.583851,-2.7486565,1
238,1,1,3,0,1,juice,Will,horn,What does Will believe the horn contains?,2.9365106,-3.0079038,-5.5843387,5.971314,4.716634,0.2722843,-3.1423645,5.230773,2.5972176,-3.7076364,1
239,0,1,1,1,-1,unknown,Peter,can,What does Peter believe the can contains?,-0.60982245,-0.19075605,2.3732538,0.24302189,0.4194189,0.4692466,-1.0631287,1.2689612,1.2222332,0.7728274,1
240,0,1,1,1,-1,unknown,Eric,flask,What does Eric believe the flask contains?,2.424369,1.1406002,0.8363545,0.250232,-0.83603895,-2.0274367,-1.4686447,1.758623,2.0275238,2.4044802,1
241,1,0,2,1,-1,unknown,Rick,flask,What does Rick believe the flask contains?,-2.0150087,-0.22631514,1.8711979,-0.7372004,-1.6338261,0.6972852,-1.1375935,1.0968133,-0.47749716,-2.6801252,1
242,1,1,3,0,1,cocktail,Jeff,urn,What does Jeff believe the urn contains?,-0.120410934,2.956028,0.6116292,-1.0558996,-0.041098054,-0.9577799,0.08307024,-0.42343482,-0.034003135,-3.9328723,1
243,1,1,3,0,1,stout,Steve,mug,What does Steve believe the mug contains?,0.59145474,1.7701685,4.1984744,1.0387383,0.53586453,-2.3229985,-0.06859452,1.5844289,-0.48853424,1.82706,1
244,1,0,2,1,-1,unknown,Julia,pitcher,What does Julia believe the pitcher contains?,-1.4068948,-0.24882734,0.239667,0.018497406,1.4123381,1.3805523,-0.5299423,-2.0616646,0.7556115,-1.3744775,1
245,0,0,0,0,0,cocktail,Cathy,bottle,What does Cathy believe the bottle contains?,-1.273655,0.17742127,-3.352997,-2.4949086,-0.8712848,3.332738,-0.14013298,0.17467263,0.26831672,-2.3687234,1
246,0,1,1,1,-1,unknown,Jim,container,What does Jim believe the container contains?,0.47908267,3.7854774,3.180461,-2.5949173,3.7781842,7.3324313,0.49479374,-4.336048,0.92875695,-0.29912266,1
247,0,0,0,0,0,wine,Adam,container,What does Adam believe the container contains?,5.0172734,-6.1880827,-4.585739,2.3124833,0.46667188,1.2985909,1.2258604,-1.9150424,2.495259,3.5731373,1
248,1,1,3,0,1,gin,Sarah,tank,What does Sarah believe the tank contains?,2.206562,-1.0705826,0.43054432,0.8738572,-6.4614162,-5.9099803,0.6504955,-4.965839,2.8755693,-5.738238,1
249,0,0,0,0,0,coffee,David,flask,What does David believe the flask contains?,1.2588973,-1.1056327,-1.2176504,-0.16573966,3.2226512,1.6120032,-0.8594795,1.628424,-3.8642468,-0.41512433,1
250,1,0,2,1,-1,unknown,Mike,urn,What does Mike believe the urn contains?,1.0172193,0.47293583,2.4877021,0.31738445,-1.4607724,0.3773318,3.6729832,0.3227322,-2.8018992,0.91846544,1
251,0,1,1,1,-1,unknown,Eve,container,What does Eve believe the container contains?,0.21116318,-2.432509,-4.700632,3.794531,3.6465251,3.4236696,-1.5836241,6.322296,1.45569,-5.6747017,1
252,1,0,2,1,-1,unknown,Dave,glass,What does Dave believe the glass contains?,-1.0957824,-0.22806081,0.87106746,0.2501528,-0.4974865,0.6604504,-1.1765629,-2.5015326,1.4456406,1.3681238,1
253,0,0,0,0,0,cocoa,Wayne,drum,What does Wayne believe the drum contains?,2.5950289,2.4848838,1.3580197,-6.412481,2.8505826,7.000178,-2.408296,-5.8399014,1.0157824,3.9795403,1
254,1,0,2,1,-1,unknown,John,horn,What does John believe the horn contains?,-2.628339,0.22936504,-0.36134645,-4.335901,1.6250452,-2.3492353,4.055256,1.1453997,0.81826675,-0.8221857,1
255,1,0,2,1,-1,unknown,Olivia,container,What does Olivia believe the container contains?,0.5456683,2.0335202,4.495453,-1.4079944,2.0817873,4.0141993,2.5364113,-3.587571,0.5208951,-0.16680774,1
256,1,0,2,1,-1,unknown,Eve,container,What does Eve believe the container contains?,-0.991874,-0.033461202,-1.5071719,4.4006505,3.2334137,2.5338287,0.56151813,0.32303149,1.2772416,-4.956081,1
257,0,1,1,1,-1,unknown,Neil,flask,What does Neil believe the flask contains?,3.129881,2.2002363,-0.5926311,0.87336016,-1.9060162,-0.053488422,-1.631245,2.3515565,3.4568992,0.548375,1
258,1,0,2,1,-1,unknown,Alice,mug,What does Alice believe the mug contains?,0.43633074,0.25017482,2.9766681,-0.78516805,1.8003838,-0.30310467,-0.4097896,1.1302861,-0.21239933,-0.7794989,1
259,0,0,0,0,0,tea,Matt,tote,What does Matt believe the tote contains?,-1.5621401,-2.5799413,-2.6436157,-1.8114676,1.369332,2.5974603,2.1605628,1.1431653,-2.010263,1.6363811,1
260,0,0,0,0,0,champagne,Gary,tote,What does Gary believe the tote contains?,8.300853,8.325459,-9.016275,-2.4176607,-6.421685,3.1844413,1.5924695,1.1144775,-0.82049286,1.1216348,0
261,0,1,1,1,-1,unknown,Diane,drum,What does Diane believe the drum contains?,0.7128923,-0.2695775,2.8260636,0.24238802,-0.51717556,-1.5538766,-0.172518,-0.77555144,3.380418,-0.5419898,1
262,1,1,3,0,1,bourbon,Charlie,dispenser,What does Charlie believe the dispenser contains?,2.9221091,1.0789293,-0.5105359,-3.7434301,1.6547254,-6.452832,-4.954246,-3.5092156,-5.6282096,-1.6488868,1
263,0,0,0,0,0,cocoa,Jack,horn,What does Jack believe the horn contains?,1.3769271,1.8454918,0.8482782,-6.743769,3.763232,8.096824,-2.3515584,-4.2806177,0.5758182,2.8674064,1
264,0,1,1,1,-1,unknown,Jeff,urn,What does Jeff believe the urn contains?,1.876185,2.0303662,2.017405,0.5188493,-0.8105864,-0.9581877,-1.8154846,2.1794271,2.3966649,0.9028581,1
265,0,1,1,1,-1,unknown,Ben,horn,What does Ben believe the horn contains?,-0.24454695,0.4981198,1.575619,0.567699,-0.67698956,-0.4932339,-2.2745214,-0.26738903,2.630423,1.5469518,1
266,0,0,0,0,0,cocoa,Hans,glass,What does Hans believe the glass contains?,1.9308646,1.9329374,0.32065666,-7.087782,3.4434652,7.8061223,-0.94759786,-4.8360558,0.63513356,3.8616762,1
267,0,1,1,1,-1,unknown,Lee,tote,What does Lee believe the tote contains?,1.5254158,-1.4955533,1.5098133,0.9995043,-0.4944504,-1.0542918,-2.1724944,0.84378207,4.004825,2.8899007,1
268,1,1,3,0,1,sprite,Greg,jug,What does Greg believe the jug contains?,-9.528391,8.39037,-2.958798,8.160387,0.051242974,-2.2432532,-0.9205892,-2.597218,-0.4767695,1.5159298,1
