sample_idx,char_idx,obj_idx,query_pair,is_unknown,state_idx,target_state,queried_character,queried_object,question,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,cluster
135,0,0,0,0,0,espresso,Doug,jar,What does Doug believe the jar contains?,8.459356,-1.3384451,-0.22836547,0.59264237,-4.7347307,-1.3274952,1.4854629,-4.841527,5.4235997,4.7032657,1
136,1,0,2,1,-1,unknown,Sara,can,What does Sara believe the can contains?,-8.213254,-1.2735734,-2.5166283,-1.149049,-0.8158041,-1.9383396,-2.0585241,0.80212134,1.4944352,-0.2889277,0
137,1,0,2,1,-1,unknown,Jim,tank,What does Jim believe the tank contains?,-8.239428,4.203752,-3.8144255,3.3360868,-3.8857086,-1.1882638,1.2864708,2.28984,1.3461722,-0.5928853,0
138,1,0,2,1,-1,unknown,Donna,bottle,What does Donna believe the bottle contains?,-7.79143,5.0680604,-4.1020627,-2.6655755,-0.2607634,-0.34280184,-1.0817108,2.97476,-1.729998,-0.8235392,0
139,1,0,2,1,-1,unknown,Charlie,glass,What does Charlie believe the glass contains?,-10.121108,1.0806599,0.7290136,0.78188527,-2.2451587,1.2908512,-1.2671894,1.0105606,2.481699,0.0832956,0
140,0,0,0,0,0,cocktail,Carl,cup,What does Carl believe the cup contains?,9.6468935,-2.1598406,-0.36902836,-1.4139695,-5.8111906,2.6209106,-2.4614027,-2.5639763,0.7208107,-0.8793014,1
141,1,0,2,1,-1,unknown,Ian,drum,What does Ian believe the drum contains?,-7.093756,1.8865964,-4.580918,-2.3971066,-1.0757577,0.9646648,-0.94560015,1.7406559,1.5269969,0.26525477,0
142,1,1,3,0,1,stout,Bill,bottle,What does Bill believe the bottle contains?,8.061163,0.081091546,-0.18735147,4.1075625,4.131122,-7.4695034,2.189653,3.1074321,3.898999,2.3151538,1
143,0,0,0,0,0,rum,Linda,jar,What does Linda believe the jar contains?,10.093623,-1.629092,2.991828,-9.351754,-1.1026806,0.47253284,2.0126114,-4.130857,0.25438607,-1.3080254,1
144,1,1,3,0,1,espresso,Kim,flask,What does Kim believe the flask contains?,7.065723,-0.40455294,0.63785917,7.3151255,1.6909223,-1.6102508,-1.5883846,-4.0247126,2.8693018,3.5827644,1
145,1,1,3,0,1,wine,Anna,dispenser,What does Anna believe the dispenser contains?,8.2713175,8.76104,0.2799125,-2.363819,8.237751,3.8461394,-0.48108536,3.2780983,-3.2422788,-5.596039,1
146,1,0,2,1,-1,unknown,Rick,flask,What does Rick believe the flask contains?,-9.470687,0.687863,-3.2151647,-2.2537024,0.2941009,-2.5089507,1.860204,-0.7722805,2.9271872,0.75912905,0
147,0,1,1,1,-1,unknown,Mark,tote,What does Mark believe the tote contains?,-9.546815,-4.1471963,1.9229525,0.25204188,1.9041611,2.616963,4.7044,1.0947131,-0.9810079,1.5525979,0
148,0,0,0,0,0,gin,Dave,jug,What does Dave believe the jug contains?,9.943018,2.0143657,2.0106175,-7.6223764,-6.178548,-5.302388,10.857759,-1.8571588,-5.912197,-3.653089,1
149,1,0,2,1,-1,unknown,Lisa,cup,What does Lisa believe the cup contains?,-7.355757,1.4365141,-8.769814,-0.16445994,-1.2941235,-1.7244604,-4.691802,-2.344273,-3.6664739,1.2515411,0
150,0,1,1,1,-1,unknown,Bob,tun,What does Bob believe the tun contains?,-10.783452,-0.15767097,3.3003113,1.2748989,1.8905741,0.98481876,-0.12299115,-1.4827614,1.5044464,0.953853,0
151,1,1,3,0,1,sprite,Henry,pitcher,What does Henry believe the pitcher contains?,7.788382,-11.078967,-1.7590325,7.6537933,3.849776,3.5148463,7.134009,6.9192734,-2.3092873,2.35625,1
152,1,1,3,0,1,wine,Pete,mug,What does Pete believe the mug contains?,9.619614,10.673403,3.3301778,-4.7778263,7.69208,1.3689622,0.320539,4.460315,-1.3637828,-3.5183177,1
153,0,1,1,1,-1,unknown,Bob,jar,What does Bob believe the jar contains?,-10.672828,0.82150435,5.8914394,0.06439019,0.08395219,-0.36495957,2.450456,-0.6033183,-3.014793,1.192979,0
154,1,0,2,1,-1,unknown,Jim,can,What does Jim believe the can contains?,-9.685334,0.79840076,-2.2490783,-1.0833944,-1.5541235,-1.0484452,0.10342824,0.63899404,1.3420553,0.029447274,0
155,1,0,2,1,-1,unknown,Sean,dispenser,What does Sean believe the dispenser contains?,-8.803443,-2.015042,0.07120695,-1.060941,-1.4272391,-2.4675338,0.055066027,-0.16561669,2.3559747,0.960305,0
156,1,0,2,1,-1,unknown,Donna,container,What does Donna believe the container contains?,-2.0664504,-2.983709,-5.9650126,-0.60605526,2.6160202,-0.61028403,2.298887,-4.849494,-1.074399,-4.119472,0
157,0,0,0,0,0,sprite,Rachel,cup,What does Rachel believe the cup contains?,9.465891,-11.995133,-0.369342,0.6917354,-2.2611053,7.257565,3.3462303,5.4987097,-0.48420182,4.8355203,1
158,1,0,2,1,-1,unknown,Rachel,horn,What does Rachel believe the horn contains?,-9.065198,0.24573714,-2.1658921,-0.87892586,-1.8571944,-0.44716343,-2.4409924,-0.789844,0.5731819,-0.24146597,0
159,1,0,2,1,-1,unknown,Sue,glass,What does Sue believe the glass contains?,-7.6881485,-1.2272735,-4.3448033,-2.184406,-0.1024163,-2.3234572,-1.690476,0.6186136,2.1134803,0.017984267,0
160,1,0,2,1,-1,unknown,Peter,jug,What does Peter believe the jug contains?,-9.105738,1.4057386,-2.2973826,-0.016015122,-1.496521,-0.85614866,-2.681407,-1.8391591,-1.7965484,1.5774055,0
161,1,0,2,1,-1,unknown,Peter,tank,What does Peter believe the tank contains?,-6.0427685,-0.21183571,-4.127083,-1.2862529,3.1203814,0.52100515,-0.20872149,-1.0597771,-1.1734159,-0.10300353,0
162,0,0,0,0,0,stout,Neil,mug,What does Neil believe the mug contains?,8.488907,-0.77320105,-1.1047156,-3.011,-4.8988876,-4.428047,2.1240883,1.858387,5.257575,5.3144445,1
163,0,0,0,0,0,port,Sara,bottle,What does Sara believe the bottle contains?,8.753203,-1.7504716,-1.0651859,-2.5192099,-3.0112138,-2.2359235,-1.7469534,-2.911074,1.9024538,-2.8631508,1
164,0,1,1,1,-1,unknown,Heidi,pint,What does Heidi believe the pint contains?,-6.7684884,-1.5486249,-5.6693044,-0.3040618,1.4101876,2.863454,-0.38450986,0.5837391,-1.3196732,0.3717038,0
165,0,0,0,0,0,juice,Kate,tank,What does Kate believe the tank contains?,8.259392,1.761309,1.2706599,-4.162995,-2.2311242,9.602882,-0.3426057,1.2516236,4.109989,-0.80486625,1
166,0,1,1,1,-1,unknown,Beth,drum,What does Beth believe the drum contains?,-11.625526,1.1222483,4.8936357,2.1743467,-0.47263846,0.9884046,0.052898005,-0.16942868,0.17072482,-0.5125554,0
167,1,1,3,0,1,tea,Cathy,vat,What does Cathy believe the vat contains?,6.645457,1.165106,-3.9027212,2.161747,6.6868606,2.272504,-3.0877085,-3.2395363,-0.2987459,-0.09325611,1
168,0,0,0,0,0,beer,Chad,vat,What does Chad believe the vat contains?,9.59832,4.8089533,3.3373141,-2.7497,-1.4758476,0.8669554,-0.75885475,0.10744423,4.3199778,3.6605408,1
169,0,0,0,0,0,cocoa,Nick,vat,What does Nick believe the vat contains?,8.154985,-0.029516283,0.49790815,1.1967896,-5.892983,0.27603352,-5.285563,-9.014722,-5.487868,2.029032,1
170,1,0,2,1,-1,unknown,Rose,tun,What does Rose believe the tun contains?,-5.520947,-6.008761,-7.83209,1.0460683,0.76712036,2.364826,2.8404248,4.885053,-1.4151266,2.0376308,0
171,1,1,3,0,1,soda,James,flute,What does James believe the flute contains?,8.607665,-2.0452886,1.2582705,1.2600393,3.9657066,2.3560376,0.45795304,2.7494695,-1.9397823,6.6578484,1
172,1,0,2,1,-1,unknown,Sam,vat,What does Sam believe the vat contains?,-8.930225,0.76885414,-3.2338636,-0.2835112,-1.8699232,-2.1842985,-2.9121704,-0.20378853,-1.6902075,1.4143184,0
173,1,0,2,1,-1,unknown,Laura,glass,What does Laura believe the glass contains?,-9.336796,0.99545825,-3.0912793,0.83790547,-1.0272083,-0.56592625,-3.1578925,0.27572772,1.342299,2.2220366,0
174,1,1,3,0,1,beer,Kevin,horn,What does Kevin believe the horn contains?,7.9195757,3.4777772,2.594703,0.8294286,6.104124,-1.8305384,-0.52036303,1.4347057,2.1116338,2.9516864,1
175,1,0,2,1,-1,unknown,Ken,can,What does Ken believe the can contains?,-8.21821,-0.20150194,-4.9055595,-1.4417416,0.43641862,0.5177064,0.79570967,1.3531442,-0.54304206,3.6834965,0
176,0,0,0,0,0,beer,Bob,mug,What does Bob believe the mug contains?,10.149206,5.617599,1.0412412,-4.443914,-0.14220989,-0.9592607,-0.0791449,2.4519544,5.492504,5.120466,1
177,1,1,3,0,1,beer,Uma,pint,What does Uma believe the pint contains?,9.213206,4.4510174,2.344149,0.22525807,6.063534,-1.0055628,-2.7733104,1.6434186,2.2285287,1.4052633,1
178,1,1,3,0,1,float,Jane,cup,What does Jane believe the cup contains?,0.83321834,-5.4583316,-7.0334015,-0.13200837,5.21109,-1.9041107,-1.3748388,-1.8836305,1.8331116,-3.9876919,1
179,1,0,2,1,-1,unknown,Max,vat,What does Max believe the vat contains?,-7.134645,-0.4273465,-5.4350095,-1.9169855,0.1360894,-0.21940066,0.2402541,1.5210187,-0.83715147,3.683157,0
180,0,1,1,1,-1,unknown,Ivy,quart,What does Ivy believe the quart contains?,-8.475422,1.6036485,-0.2785047,-1.0441498,1.6763573,0.7924221,0.47848955,-0.9265386,-1.2360642,0.54065883,0
181,0,1,1,1,-1,unknown,Uma,container,What does Uma believe the container contains?,2.804506,-2.8237765,-7.4084897,-2.4837747,3.4432507,1.641665,5.0247717,-8.403628,3.4958048,-3.6029942,1
182,0,0,0,0,0,champagne,Josh,can,What does Josh believe the can contains?,9.987817,8.058596,-1.9762641,9.454532,-12.12749,2.382274,4.028703,2.5431936,2.7881124,-2.2967567,1
183,0,0,0,0,0,soda,Kate,horn,What does Kate believe the horn contains?,7.896062,-2.3516514,0.6032085,-2.1723256,-1.6717632,6.669497,-1.6292646,0.54709184,-1.0021921,7.2566376,1
184,1,0,2,1,-1,unknown,Doug,jug,What does Doug believe the jug contains?,-7.9822373,0.55308,-3.9858263,-0.3046689,-0.7647432,-2.294562,-0.49866456,-1.0045539,1.5080923,2.715315,0
185,0,0,0,0,0,float,Peter,pint,What does Peter believe the pint contains?,7.2394977,-6.131848,2.9227228,-3.4175227,-2.0921495,-4.266817,-1.9858333,-2.0863311,6.26577,-1.2867982,1
186,1,1,3,0,1,tea,Jane,cup,What does Jane believe the cup contains?,8.381834,2.6544068,0.31562865,1.9011472,4.6925197,1.3642445,-4.8513136,0.08417763,2.3410575,0.66230166,1
187,1,0,2,1,-1,unknown,Tim,dispenser,What does Tim believe the dispenser contains?,-9.292367,0.22114344,-2.2620776,0.5385179,-1.1700717,-1.5398126,-2.7025912,-3.2057412,-1.9138149,1.9068033,0
188,1,1,3,0,1,beer,Keith,quart,What does Keith believe the quart contains?,8.892957,3.7871215,0.40474868,0.7272537,6.442663,-2.6322634,0.21114208,1.631845,2.6882582,2.9231672,1
189,0,0,0,0,0,wine,Doug,flask,What does Doug believe the flask contains?,9.0478735,9.253786,2.7590287,-8.709483,1.3223623,4.0835323,0.8893546,3.582003,-0.08314613,-1.816098,1
190,1,0,2,1,-1,unknown,Emma,jug,What does Emma believe the jug contains?,-5.526121,3.1116598,-7.7589774,-4.3479886,-1.9797852,-3.734941,3.5446615,2.019614,-4.6939054,-1.4638023,0
191,0,1,1,1,-1,unknown,Dean,pitcher,What does Dean believe the pitcher contains?,2.5813065,-3.7812722,-8.251175,-1.614202,2.40431,5.9614983,3.449565,-1.9181458,-2.6258,3.4658322,1
192,0,1,1,1,-1,unknown,Frank,tun,What does Frank believe the tun contains?,-10.573045,0.091689005,2.721839,0.64570665,1.1858804,-0.27487743,-0.13121365,-0.76577884,-0.111160554,1.0867857,0
193,1,1,3,0,1,stout,Tim,horn,What does Tim believe the horn contains?,7.487736,-1.2908777,1.516954,3.7320685,3.2052367,-6.139741,1.2875664,0.6415366,3.8021228,2.1472578,1
194,1,1,3,0,1,float,Rose,pint,What does Rose believe the pint contains?,4.697151,-6.7649093,-1.6040119,1.2789797,5.3470325,-3.76399,-5.100031,-0.988517,4.4111905,-4.6383185,1
195,1,0,2,1,-1,unknown,Ruth,glass,What does Ruth believe the glass contains?,-9.239892,0.94731236,-3.4821045,-0.39672616,-1.2013026,-1.4989558,-1.631047,0.039853416,2.0031295,1.9686061,0
196,0,0,0,0,0,champagne,Adam,pint,What does Adam believe the pint contains?,8.942629,8.888592,0.014952733,9.662288,-11.940569,1.546637,4.3247447,3.4372234,3.7466748,-1.9268403,1
197,0,0,0,0,0,cocktail,Doug,jug,What does Doug believe the jug contains?,9.176556,-2.9411256,-1.9188681,-0.23198579,-3.7506382,3.5037258,-0.21555863,-4.029118,0.77066636,-2.5943604,1
198,0,0,0,0,0,juice,Ivy,can,What does Ivy believe the can contains?,9.41826,2.6862128,-0.9870626,-5.433051,-3.061241,7.4977913,-2.9200122,1.709445,3.2482336,-1.6345984,1
199,1,1,3,0,1,port,Luke,dispenser,What does Luke believe the dispenser contains?,4.4291162,-2.8739276,-1.8578284,2.8280644,4.203793,-6.209297,-3.3810828,-5.4995613,-1.398049,-3.6432874,1
200,1,1,3,0,1,sprite,Olivia,urn,What does Olivia believe the urn contains?,8.416549,-12.764559,-2.2620256,8.103617,4.9583564,6.264484,5.760347,5.591321,-2.7988572,2.2871509,1
201,0,1,1,1,-1,unknown,Steve,cup,What does Steve believe the cup contains?,-8.801016,-2.8015602,-0.3921119,0.19546038,-0.71200454,0.8922005,-1.5180563,-0.091231756,-0.4785608,-2.2750049,0
202,0,0,0,0,0,cocktail,Nancy,cup,What does Nancy believe the cup contains?,8.947626,-1.571539,-2.6010923,-2.1186364,-5.6335936,4.2848134,-2.5161986,-3.3388371,-1.4824142,-2.329977,1
203,0,1,1,1,-1,unknown,Rob,horn,What does Rob believe the horn contains?,-11.627632,-0.81585586,5.734595,1.6118613,0.1395842,0.46993467,-0.08066733,-3.1016421,0.07979883,-0.07738729,0
204,0,0,0,0,0,float,Max,jug,What does Max believe the jug contains?,7.532661,-7.830057,1.1102338,-2.0122619,-1.4728004,-3.9776344,-0.15090594,-0.6671064,5.962164,-1.5055379,1
205,0,0,0,0,0,monster,Tina,pint,What does Tina believe the pint contains?,7.358035,-7.0937366,2.990914,-4.4348044,-6.1931815,-1.941444,-6.601362,7.897086,-1.5402756,-4.89932,1
206,0,1,1,1,-1,unknown,Chris,container,What does Chris believe the container contains?,4.3010287,-9.083771,-0.99201,-2.205463,-5.2335954,-2.519022,-4.5620284,3.1206305,-2.4309928,-8.774374,1
207,0,1,1,1,-1,unknown,Peter,tun,What does Peter believe the tun contains?,-11.57082,1.1999359,6.7613997,3.143467,-0.438894,1.6926978,2.5115576,-1.933323,2.4441445,-1.7962705,0
208,1,1,3,0,1,punch,Scott,tank,What does Scott believe the tank contains?,8.774916,-2.040502,0.9164654,2.361569,2.1936615,-2.0375195,0.6502046,-0.14714693,-0.013009491,-2.7959065,1
209,0,1,1,1,-1,unknown,Greg,flute,What does Greg believe the flute contains?,-10.341519,1.0485792,0.4745902,1.9098638,-0.34293073,0.50785536,1.4368596,-0.33463416,0.23888499,-0.64240664,0
210,0,1,1,1,-1,unknown,John,flute,What does John believe the flute contains?,-11.0261135,-1.6697487,6.380227,1.8226366,-0.33758476,-0.15462379,0.7459961,-2.0731583,2.9830322,-1.0268917,0
211,0,1,1,1,-1,unknown,Uma,pint,What does Uma believe the pint contains?,4.5324283,-3.2156303,-7.143118,-1.0343076,2.6232965,5.918893,1.4699904,-1.9295352,-2.5070057,3.270051,1
212,0,1,1,1,-1,unknown,Keith,quart,What does Keith believe the quart contains?,8.466043,-1.8350693,-2.6514971,-9.275306,0.57038695,-1.030713,6.612546,-5.3611264,-0.7600597,-1.724137,1
213,1,0,2,1,-1,unknown,Ray,jug,What does Ray believe the jug contains?,-8.353669,-0.13850333,-4.2880054,-2.1101496,-0.09957928,-0.17231351,-0.15211551,2.3549018,-0.3954385,4.0918665,0
214,1,0,2,1,-1,unknown,Luke,tank,What does Luke believe the tank contains?,-7.391364,1.5864938,-2.9212968,-2.4223926,0.806493,-0.8991512,-2.0638657,0.14438707,-0.33313763,1.994742,0
215,0,1,1,1,-1,unknown,Sam,pitcher,What does Sam believe the pitcher contains?,-11.371147,-0.9674687,6.4226236,1.7920038,0.4873369,1.1975127,1.0086657,-1.8788617,2.4567275,-0.90867805,0
216,1,1,3,0,1,float,Ian,bottle,What does Ian believe the bottle contains?,7.6755614,-7.6974416,-1.5661217,2.8700895,5.2269473,-5.1472244,-2.3785331,-2.2967076,3.9565315,-3.5152228,1
217,1,1,3,0,1,coffee,Fred,flask,What does Fred believe the flask contains?,8.169955,1.3132677,-0.6596909,4.7836704,6.0491166,-1.7755374,-3.4067106,-0.59919745,1.9003167,2.0392966,1
218,0,0,0,0,0,monster,Nancy,flask,What does Nancy believe the flask contains?,8.266095,-7.2000484,4.116184,-4.486999,-5.585988,-0.88534653,-7.055119,7.5171723,-2.1519632,-5.1712685,1
219,1,1,3,0,1,stout,Eric,can,What does Eric believe the can contains?,8.162831,0.006669693,-2.18251,4.2492433,3.605229,-7.992687,2.964867,3.076265,4.0974126,2.1885998,1
220,0,1,1,1,-1,unknown,Eve,glass,What does Eve believe the glass contains?,-10.630311,-0.3087619,2.1192904,-1.9037644,1.8689878,2.0076287,0.27914727,-2.1518962,-0.23300363,-0.375848,0
221,1,1,3,0,1,wine,Keith,tun,What does Keith believe the tun contains?,8.35553,8.9400215,1.1178455,-3.115729,8.576508,2.2787921,1.3066665,3.5288384,-2.3532846,-3.9618704,1
222,0,1,1,1,-1,unknown,Josh,horn,What does Josh believe the horn contains?,-10.564449,-2.2130961,5.0844426,0.6855944,-0.4550948,0.79662883,-0.8432338,0.8265471,0.16105716,-2.4028141,0
223,1,0,2,1,-1,unknown,Peter,bottle,What does Peter believe the bottle contains?,-7.925285,4.8934007,-4.12781,3.9283626,-4.067103,-0.08910758,0.8512477,2.369419,1.0992265,-1.7440369,0
224,1,1,3,0,1,soda,Karen,dispenser,What does Karen believe the dispenser contains?,7.074474,-3.710763,-0.683777,3.4583416,4.8066998,3.4239397,-0.4795262,0.58239704,-3.1423984,3.5892181,1
225,0,1,1,1,-1,unknown,Rob,jar,What does Rob believe the jar contains?,-11.495633,-0.3510906,6.2175207,0.74802715,0.9629572,0.3735692,2.2163532,-2.0932922,-0.7058161,-0.5819392,0
226,0,0,0,0,0,rum,Pete,flask,What does Pete believe the flask contains?,9.318515,0.07772717,2.2131472,-10.017498,-1.2803133,-1.8037193,5.278656,-2.857494,2.2881947,-0.2984613,1
227,1,0,2,1,-1,unknown,Charlie,tote,What does Charlie believe the tote contains?,-9.158282,1.1249546,-2.4918509,-0.8442666,-0.9886832,-0.7440616,-2.0845718,0.21622466,1.3810396,1.3120047,0
228,1,1,3,0,1,soda,Keith,bottle,What does Keith believe the bottle contains?,8.248484,-3.9719992,-1.6241298,2.578725,4.9882097,2.9702594,0.3362751,0.31088212,-2.5242455,5.0979514,1
229,0,0,0,0,0,port,Dean,quart,What does Dean believe the quart contains?,6.8550153,-2.3192103,1.9398036,-2.592833,-3.2362247,-3.729466,-0.683685,-3.6353817,3.1590562,-1.8232682,1
230,0,1,1,1,-1,unknown,Doug,vat,What does Doug believe the vat contains?,-10.330876,-0.4715697,6.067238,0.019363252,-0.48664662,-0.6729608,-0.28782502,1.1589872,-1.7861092,1.1022683,0
231,0,1,1,1,-1,unknown,Lily,horn,What does Lily believe the horn contains?,-9.244071,0.27730018,-0.39506575,-0.6383079,0.014987876,0.81696993,2.0959506,-2.28341,-3.7427216,-3.3346186,0
232,0,1,1,1,-1,unknown,Sara,bottle,What does Sara believe the bottle contains?,-7.897436,0.68866444,-2.760341,0.29660174,1.9590998,-0.50162244,1.4909807,-0.38029757,1.9498891,-0.3715126,0
233,0,1,1,1,-1,unknown,Rachel,tank,What does Rachel believe the tank contains?,-9.62475,1.381889,1.8096972,3.6018472,-0.5044429,1.2433026,0.7105444,1.1821676,1.3596425,-1.3429112,0
234,1,0,2,1,-1,unknown,Jack,container,What does Jack believe the container contains?,-6.6653237,-1.4667199,-6.9585757,-0.82357234,2.9737332,2.807946,0.993751,0.29888773,-2.2847114,2.7804987,0
235,1,1,3,0,1,champagne,Anna,jug,What does Anna believe the jug contains?,9.837417,8.15973,-0.6566206,14.479042,-5.2355237,0.91135955,3.0237854,4.5224457,0.5724194,-4.5879884,1
236,1,1,3,0,1,coffee,Lily,cup,What does Lily believe the cup contains?,7.1349277,2.992237,-2.7502112,4.6076684,5.296485,0.12938303,-6.700643,-0.2720875,1.7902567,0.7050034,1
237,1,1,3,0,1,beer,Lee,pint,What does Lee believe the pint contains?,4.0201726,3.9442015,-1.5500995,1.198517,6.9310055,-1.298252,1.5628618,0.4611939,0.4543951,0.50701797,1
238,1,1,3,0,1,juice,Will,horn,What does Will believe the horn contains?,8.188638,2.350513,3.2854357,0.39052474,3.576993,6.5485387,0.6076768,2.8859966,2.9527328,-1.9664569,1
239,0,1,1,1,-1,unknown,Peter,can,What does Peter believe the can contains?,-9.5953865,-0.7843315,1.3410538,0.19561277,1.3305764,1.4339247,-0.09065815,-2.2562003,1.3379694,1.2449597,0
240,0,1,1,1,-1,unknown,Eric,flask,What does Eric believe the flask contains?,-10.839092,1.5536555,6.5652056,2.4740872,0.24071486,1.5635062,1.0869415,-0.18249509,1.2412637,-0.098098345,0
241,1,0,2,1,-1,unknown,Rick,flask,What does Rick believe the flask contains?,-8.624027,-2.069174,-1.3061706,-1.7900429,-0.688198,-2.6561594,-0.87510055,0.51640964,2.1461577,-0.46533027,0
242,1,1,3,0,1,cocktail,Jeff,urn,What does Jeff believe the urn contains?,6.9104853,-3.2550502,0.53577006,4.632154,0.15485018,-2.7057157,-0.095637806,-2.0989769,-2.5643764,-4.6362023,1
243,1,1,3,0,1,stout,Steve,mug,What does Steve believe the mug contains?,8.289496,0.70709217,-1.3088163,3.6465294,2.4292624,-7.9410443,1.2196238,3.548358,3.49769,3.4790397,1
244,1,0,2,1,-1,unknown,Julia,pitcher,What does Julia believe the pitcher contains?,-7.877266,0.059212513,-5.425397,-1.5659304,-0.9048845,0.77039874,-1.5278336,2.561152,-1.1386117,3.3217146,0
245,0,0,0,0,0,cocktail,Cathy,bottle,What does Cathy believe the bottle contains?,9.792163,-2.628016,-2.5226212,0.16175053,-3.8760924,5.0359316,-2.6314445,-4.039344,-0.18457535,-3.3996155,1
246,0,1,1,1,-1,unknown,Jim,container,What does Jim believe the container contains?,5.5944195,-2.3504517,-9.273601,1.9919446,-0.6689759,3.1928284,-1.8563969,-11.495631,-7.180105,-1.5131587,1
247,0,0,0,0,0,wine,Adam,container,What does Adam believe the container contains?,9.696727,8.960822,-1.0439124,-8.189092,1.9918861,4.762841,2.4435613,1.9485364,-0.70150185,-4.0068984,1
248,1,1,3,0,1,gin,Sarah,tank,What does Sarah believe the tank contains?,10.027478,2.0867085,0.8107636,-2.366531,-0.23043993,-5.489043,7.937266,-0.6073685,-9.516796,-5.6833563,1
249,0,0,0,0,0,coffee,David,flask,What does David believe the flask contains?,8.705409,3.0972688,0.3353802,-0.22162189,-1.4701324,1.0889615,-3.45657,-0.5928997,4.387395,3.4623299,1
250,1,0,2,1,-1,unknown,Mike,urn,What does Mike believe the urn contains?,-7.327103,2.6218095,-6.516833,-1.778013,-0.94910955,-3.7757268,1.0592932,-0.12432213,2.3573182,0.42660084,0
251,0,1,1,1,-1,unknown,Eve,container,What does Eve believe the container contains?,5.742088,-0.36107853,-6.635434,-1.7193506,0.8145451,10.160528,1.4480039,-2.4332826,2.8468137,-4.7458754,1
252,1,0,2,1,-1,unknown,Dave,glass,What does Dave believe the glass contains?,-8.963357,0.23950402,-4.2697535,-1.8983583,-0.6345433,0.097069174,0.4916912,1.8538738,-0.6779576,3.7900405,0
253,0,0,0,0,0,cocoa,Wayne,drum,What does Wayne believe the drum contains?,7.3356223,1.2379818,-0.0727357,1.3158946,-5.848366,0.3526741,-4.493978,-9.304941,-7.7341895,1.1838316,1
254,1,0,2,1,-1,unknown,John,horn,What does John believe the horn contains?,-7.5932035,-2.4563985,-1.946492,-2.2046993,-2.6561084,-2.884808,-3.9213073,4.600985,-0.8825109,-2.3833363,0
255,1,0,2,1,-1,unknown,Olivia,container,What does Olivia believe the container contains?,-7.0158257,0.65771157,-6.3624606,1.1655189,0.86988854,0.57163626,-2.9944515,-5.3376956,-4.1706457,-0.6970726,0
256,1,0,2,1,-1,unknown,Eve,container,What does Eve believe the container contains?,-1.0570647,-0.19620243,-8.458113,-0.2981098,4.1684885,6.8335986,0.709568,-0.2616856,-1.2550722,-0.6570604,0
257,0,1,1,1,-1,unknown,Neil,flask,What does Neil believe the flask contains?,-10.680899,1.6211493,4.7554293,3.9353113,-1.3303226,3.1737976,2.107736,-0.3212122,1.613613,-1.4995832,0
258,1,0,2,1,-1,unknown,Alice,mug,What does Alice believe the mug contains?,-9.526762,1.8348013,-2.627352,0.571104,-0.65961695,-1.148945,-2.6058183,0.37390786,1.722049,2.1977484,0
259,0,0,0,0,0,tea,Matt,tote,What does Matt believe the tote contains?,8.5973625,-1.3356467,-0.43831816,-4.18146,-1.9467229,2.1245522,-3.6536677,-2.011957,2.5376906,1.2014037,1
260,0,0,0,0,0,champagne,Gary,tote,What does Gary believe the tote contains?,9.385341,6.81901,-1.3531637,8.351078,-13.012429,2.3833869,5.1858206,1.5806327,1.2169955,-3.3979163,1
261,0,1,1,1,-1,unknown,Diane,drum,What does Diane believe the drum contains?,-9.112146,1.0552766,0.047917858,0.03982601,0.9775934,-0.90547824,1.4109435,0.6630993,-1.185197,-0.6491976,0
262,1,1,3,0,1,bourbon,Charlie,dispenser,What does Charlie believe the dispenser contains?,7.9758377,3.139515,5.230942,3.4707441,-0.08730417,-5.5189095,0.084046416,0.76917636,-7.1582313,4.9783525,1
263,0,0,0,0,0,cocoa,Jack,horn,What does Jack believe the horn contains?,8.0687685,0.22746381,0.5698007,1.0542562,-6.383369,1.130216,-6.176341,-9.195408,-5.415227,2.644818,1
264,0,1,1,1,-1,unknown,Jeff,urn,What does Jeff believe the urn contains?,-11.566328,0.5542605,5.78936,3.4776556,-0.1361886,1.9915375,1.1280253,-1.875213,1.425041,-0.54135746,0
265,0,1,1,1,-1,unknown,Ben,horn,What does Ben believe the horn contains?,-10.937164,-1.1350993,3.0412796,0.8587821,0.55392486,2.1541889,1.3648511,-0.8972075,-0.43898803,1.6209044,0
266,0,0,0,0,0,cocoa,Hans,glass,What does Hans believe the glass contains?,8.215661,1.3466102,-0.72848403,1.6500235,-7.1146493,0.47201473,-5.8637505,-7.848054,-4.787605,3.1941063,1
267,0,1,1,1,-1,unknown,Lee,tote,What does Lee believe the tote contains?,-11.357849,1.1182872,6.7734365,-0.0044397423,1.8172922,3.1544416,0.9806578,-1.4558538,0.3313223,-1.1479117,0
268,1,1,3,0,1,sprite,Greg,jug,What does Greg believe the jug contains?,8.870257,-11.978522,-2.2551928,6.2530117,4.5162206,1.9435896,7.403489,5.9284544,-1.8021135,2.570709,1
269,1,0,2,1,-1,unknown,Ryan,jar,What does Ryan believe the jar contains?,-7.2605233,0.5069719,-7.9271345,-2.8357382,-1.9296162,-3.2372334,-2.0044892,3.5572338,0.7894412,-0.39202362,0
270,1,1,3,0,1,rum,Bill,cup,What does Bill believe the cup contains?,6.5496936,0.25646368,-3.571225,-4.860116,6.552642,-3.4856935,4.197044,-1.9633645,-1.9986686,-1.0106071,1
